locuteur,ind,proba_nasal,tDebut,tFin,duree,filename
untitled007_mono_4,1,0.03205859661102295,0,0.05,0.05,untitled007_mono-1_0_0.05_0.05.wav
untitled007_mono_4,2,0.04049021005630493,0.01,0.060000000000000005,0.05,untitled007_mono-2_0.01_0.060000000000000005_0.05.wav
untitled007_mono_4,3,0.365381121635437,0.02,0.07,0.05,untitled007_mono-3_0.02_0.07_0.05.wav
untitled007_mono_4,4,0.6143450736999512,0.03,0.08,0.05,untitled007_mono-4_0.03_0.08_0.05.wav
untitled007_mono_4,5,0.8683847188949585,0.04,0.09,0.049999999999999996,untitled007_mono-5_0.04_0.09_0.049999999999999996.wav
untitled007_mono_4,6,0.08800554275512695,0.05,0.09999999999999999,0.04999999999999999,untitled007_mono-6_0.05_0.09999999999999999_0.04999999999999999.wav
untitled007_mono_4,7,0.005919098854064941,0.060000000000000005,0.10999999999999999,0.04999999999999998,untitled007_mono-7_0.060000000000000005_0.10999999999999999_0.04999999999999998.wav
untitled007_mono_4,8,0.2875211238861084,0.07,0.11999999999999998,0.049999999999999975,untitled007_mono-8_0.07_0.11999999999999998_0.049999999999999975.wav
untitled007_mono_4,9,0.24242335557937622,0.08,0.12999999999999998,0.049999999999999975,untitled007_mono-9_0.08_0.12999999999999998_0.049999999999999975.wav
untitled007_mono_4,10,0.12220460176467896,0.09,0.13999999999999999,0.04999999999999999,untitled007_mono-10_0.09_0.13999999999999999_0.04999999999999999.wav
untitled007_mono_4,11,0.421603262424469,0.09999999999999999,0.15,0.05,untitled007_mono-11_0.09999999999999999_0.15_0.05.wav
untitled007_mono_4,12,0.023681342601776123,0.10999999999999999,0.16,0.05000000000000002,untitled007_mono-12_0.10999999999999999_0.16_0.05000000000000002.wav
untitled007_mono_4,13,0.744611531496048,0.11999999999999998,0.17,0.05000000000000003,untitled007_mono-13_0.11999999999999998_0.17_0.05000000000000003.wav
untitled007_mono_4,14,0.05148273706436157,0.12999999999999998,0.18000000000000002,0.050000000000000044,untitled007_mono-14_0.12999999999999998_0.18000000000000002_0.050000000000000044.wav
untitled007_mono_4,15,0.017478644847869873,0.13999999999999999,0.19000000000000003,0.050000000000000044,untitled007_mono-15_0.13999999999999999_0.19000000000000003_0.050000000000000044.wav
untitled007_mono_4,16,1.4960765838623047e-05,0.15,0.20000000000000004,0.050000000000000044,untitled007_mono-16_0.15_0.20000000000000004_0.050000000000000044.wav
untitled007_mono_4,17,2.7418136596679688e-06,0.16,0.21000000000000005,0.050000000000000044,untitled007_mono-17_0.16_0.21000000000000005_0.050000000000000044.wav
untitled007_mono_4,18,1.1920928955078125e-07,0.17,0.22000000000000006,0.050000000000000044,untitled007_mono-18_0.17_0.22000000000000006_0.050000000000000044.wav
untitled007_mono_4,19,5.960464477539063e-08,0.18000000000000002,0.23000000000000007,0.050000000000000044,untitled007_mono-19_0.18000000000000002_0.23000000000000007_0.050000000000000044.wav
untitled007_mono_4,20,2.384185791015625e-07,0.19000000000000003,0.24000000000000007,0.050000000000000044,untitled007_mono-20_0.19000000000000003_0.24000000000000007_0.050000000000000044.wav
untitled007_mono_4,21,4.5299530029296875e-05,0.20000000000000004,0.25000000000000006,0.05000000000000002,untitled007_mono-21_0.20000000000000004_0.25000000000000006_0.05000000000000002.wav
untitled007_mono_4,22,0.0,0.21000000000000005,0.26000000000000006,0.05000000000000002,untitled007_mono-22_0.21000000000000005_0.26000000000000006_0.05000000000000002.wav
untitled007_mono_4,23,1.7881393432617188e-07,0.22000000000000006,0.2700000000000001,0.05000000000000002,untitled007_mono-23_0.22000000000000006_0.2700000000000001_0.05000000000000002.wav
untitled007_mono_4,24,1.0967254638671875e-05,0.23000000000000007,0.2800000000000001,0.05000000000000002,untitled007_mono-24_0.23000000000000007_0.2800000000000001_0.05000000000000002.wav
untitled007_mono_4,25,3.796815872192383e-05,0.24000000000000007,0.2900000000000001,0.05000000000000002,untitled007_mono-25_0.24000000000000007_0.2900000000000001_0.05000000000000002.wav
untitled007_mono_4,26,2.2649765014648438e-06,0.25000000000000006,0.3000000000000001,0.050000000000000044,untitled007_mono-26_0.25000000000000006_0.3000000000000001_0.050000000000000044.wav
